shot_number,phase,total_points,gfile_exists_points,effective_converged_points,gfile_existence_rate_percent,effective_convergence_rate_percent,avg_error_percent
43983,ramp-down,4,2,2,50.0,50.0,6.118251695385295e-08
43985,ramp-up,5,1,1,20.0,20.0,5.1799539560921125e-09
43985,ramp-down,3,2,2,66.66666666666666,66.66666666666666,7.823353892334847e-08
43989,ramp-up,5,0,0,0.0,0.0,
43989,ramp-down,4,2,2,50.0,50.0,1.56272050281155e-08
44079,flat_error,18,0,0,0.0,0.0,
44079,ramp-up,27,0,0,0.0,0.0,
44079,ramp-down,26,0,0,0.0,0.0,
44080,ramp-up,2,0,0,0.0,0.0,
44080,ramp-down,2,0,0,0.0,0.0,
44081,ramp-up,3,0,0,0.0,0.0,
44081,ramp-down,2,0,0,0.0,0.0,
44082,flat_error,18,18,18,100.0,100.0,
44082,ramp-up,17,0,0,0.0,0.0,
44082,ramp-down,18,1,1,5.555555555555555,5.555555555555555,5.3784720157321e-07
44083,ramp-up,2,0,0,0.0,0.0,
44083,ramp-down,2,0,0,0.0,0.0,
44084,ramp-up,2,0,0,0.0,0.0,
44084,ramp-down,2,0,0,0.0,0.0,
44135,ramp-up,2,0,0,0.0,0.0,
44135,ramp-down,1,0,0,0.0,0.0,
44136,ramp-up,4,0,0,0.0,0.0,
44136,ramp-down,2,0,0,0.0,0.0,
44137,ramp-up,4,0,0,0.0,0.0,
44137,ramp-down,3,1,1,33.33333333333333,33.33333333333333,2.353649572679236e-07
44138,ramp-up,4,0,0,0.0,0.0,
44138,ramp-down,3,1,1,33.33333333333333,33.33333333333333,1.2891075285625296e-07
44139,ramp-up,4,0,0,0.0,0.0,
44139,ramp-down,3,1,1,33.33333333333333,33.33333333333333,1.5501226877068265e-07
44140,ramp-up,5,0,0,0.0,0.0,
44140,ramp-down,3,1,1,33.33333333333333,33.33333333333333,2.790689465087176e-08
44141,ramp-up,5,0,0,0.0,0.0,
44141,ramp-down,3,0,0,0.0,0.0,
44142,ramp-up,5,0,0,0.0,0.0,
44142,ramp-down,3,1,1,33.33333333333333,33.33333333333333,1.7623932959459518e-07
44143,ramp-up,5,0,0,0.0,0.0,
44143,ramp-down,3,1,1,33.33333333333333,33.33333333333333,3.568635977453387e-07
44144,ramp-up,5,0,0,0.0,0.0,
44144,ramp-down,3,1,1,33.33333333333333,33.33333333333333,3.4080111339550853e-07
44145,ramp-up,5,0,0,0.0,0.0,
44145,ramp-down,4,1,1,25.0,25.0,1.1226559016760117e-07
44146,ramp-up,5,0,0,0.0,0.0,
44146,ramp-down,4,0,0,0.0,0.0,
44147,ramp-up,5,0,0,0.0,0.0,
44147,ramp-down,4,1,1,25.0,25.0,1.4715226050010197e-07
44148,ramp-up,5,0,0,0.0,0.0,
44148,ramp-down,4,1,1,25.0,25.0,6.710743404032584e-08
44149,ramp-up,5,0,0,0.0,0.0,
44149,ramp-down,4,1,1,25.0,25.0,3.937907974600284e-07
44150,ramp-up,5,0,0,0.0,0.0,
44150,ramp-down,4,1,1,25.0,25.0,1.6896721656681793e-08
44151,ramp-up,5,0,0,0.0,0.0,
44151,ramp-down,4,0,0,0.0,0.0,
44157,flat_error,19,19,19,100.0,100.0,
44157,ramp-up,37,9,9,24.324324324324326,24.324324324324326,1.768564618189311e-07
44157,ramp-down,13,2,2,15.384615384615385,15.384615384615385,1.663222352615767e-07
44158,ramp-up,9,3,3,33.33333333333333,33.33333333333333,3.318192941034889e-07
44158,ramp-down,12,8,8,66.66666666666666,66.66666666666666,1.0547437480382205e-07
44161,ramp-up,8,1,1,12.5,12.5,1.7648477273717646e-07
44161,ramp-down,13,8,8,61.53846153846154,61.53846153846154,1.5609415808008205e-07
44162,ramp-up,9,2,2,22.22222222222222,22.22222222222222,1.7122387315108512e-07
44162,ramp-down,12,6,6,50.0,50.0,2.0559895720467195e-07
44165,ramp-up,10,1,1,10.0,10.0,7.74679655201075e-08
44165,ramp-down,10,3,3,30.0,30.0,1.9130717371266287e-07
44166,ramp-up,10,0,0,0.0,0.0,
44166,ramp-down,9,4,4,44.44444444444444,44.44444444444444,9.655593533314956e-08
44167,ramp-up,10,1,1,10.0,10.0,2.472809284012665e-07
44167,ramp-down,9,5,5,55.55555555555556,55.55555555555556,1.692443188931647e-07
44168,ramp-up,9,0,0,0.0,0.0,
44168,ramp-down,12,3,3,25.0,25.0,3.3392475497794004e-07
44169,ramp-up,8,0,0,0.0,0.0,
44169,ramp-down,12,2,2,16.666666666666664,16.666666666666664,2.887312736952906e-07
44170,ramp-up,11,1,1,9.090909090909092,9.090909090909092,1.5488624507723208e-07
44170,ramp-down,9,5,5,55.55555555555556,55.55555555555556,1.9033007296040133e-07
44172,ramp-up,2,0,0,0.0,0.0,
44174,ramp-up,1,0,0,0.0,0.0,
44174,ramp-down,1,0,0,0.0,0.0,
44178,ramp-up,4,1,1,25.0,25.0,1.918910617011993e-07
44178,ramp-down,2,1,1,50.0,50.0,4.4095690389294477e-07
44184,ramp-up,9,6,6,66.66666666666666,66.66666666666666,8.788436638252704e-08
44184,ramp-down,4,3,3,75.0,75.0,3.435471365553213e-08
44187,ramp-up,7,6,6,85.71428571428571,85.71428571428571,4.4354698888304534e-08
44187,ramp-down,6,3,3,50.0,50.0,7.410374560958902e-08
44202,ramp-up,4,0,0,0.0,0.0,
44202,ramp-down,7,1,1,14.285714285714285,14.285714285714285,1.4383407687706794e-07
44203,ramp-up,5,0,0,0.0,0.0,
44203,ramp-down,4,0,0,0.0,0.0,
44208,ramp-up,5,0,0,0.0,0.0,
44208,ramp-down,4,2,2,50.0,50.0,5.198716948650579e-08
44210,ramp-up,5,0,0,0.0,0.0,
44210,ramp-down,4,0,0,0.0,0.0,
44339,ramp-up,5,0,0,0.0,0.0,
44339,ramp-down,5,0,0,0.0,0.0,
44342,ramp-up,6,2,2,33.33333333333333,33.33333333333333,7.660625905594144e-08
44342,ramp-down,5,0,0,0.0,0.0,
44343,ramp-up,3,0,0,0.0,0.0,
44343,ramp-down,1,0,0,0.0,0.0,
44344,ramp-up,5,0,0,0.0,0.0,
44344,ramp-down,6,0,0,0.0,0.0,
44346,ramp-up,6,0,0,0.0,0.0,
44346,ramp-down,5,0,0,0.0,0.0,
44347,ramp-up,4,0,0,0.0,0.0,
44347,ramp-down,6,1,1,16.666666666666664,16.666666666666664,9.70000982072683e-08
44349,ramp-up,4,0,0,0.0,0.0,
44349,ramp-down,6,0,0,0.0,0.0,
44350,ramp-up,4,0,0,0.0,0.0,
44350,ramp-down,5,1,1,20.0,20.0,5.7943570157573375e-08
44351,ramp-up,4,0,0,0.0,0.0,
44351,ramp-down,5,0,0,0.0,0.0,
44352,ramp-up,3,0,0,0.0,0.0,
44352,ramp-down,5,0,0,0.0,0.0,
44353,ramp-up,4,0,0,0.0,0.0,
44353,ramp-down,5,0,0,0.0,0.0,
44359,ramp-up,5,0,0,0.0,0.0,
44359,ramp-down,6,1,1,16.666666666666664,16.666666666666664,2.0810052334365972e-07
44362,ramp-up,7,0,0,0.0,0.0,
44362,ramp-down,4,1,1,25.0,25.0,2.42418212856599e-07
44388,ramp-up,5,0,0,0.0,0.0,
44388,ramp-down,4,1,1,25.0,25.0,2.79288541425418e-07
44389,ramp-up,6,0,0,0.0,0.0,
44389,ramp-down,4,1,1,25.0,25.0,1.397687746637006e-07
44390,flat_error,19,19,19,100.0,100.0,
44390,ramp-up,37,7,7,18.91891891891892,18.91891891891892,5.116321287257002e-07
44390,ramp-down,29,8,8,27.586206896551722,27.586206896551722,4.656472535607787e-07
44391,flat_error,19,18,18,94.73684210526315,94.73684210526315,
44391,ramp-up,33,14,14,42.42424242424242,42.42424242424242,3.0743903296360447e-07
44391,ramp-down,33,12,12,36.36363636363637,36.36363636363637,2.460614858773202e-07
44392,ramp-up,6,0,0,0.0,0.0,
44392,ramp-down,7,2,2,28.57142857142857,28.57142857142857,2.0194699176402268e-07
44395,ramp-up,6,0,0,0.0,0.0,
44395,ramp-down,10,6,6,60.0,60.0,1.4166017579571608e-07
44396,ramp-up,6,0,0,0.0,0.0,
44396,ramp-down,9,3,3,33.33333333333333,33.33333333333333,2.669832344312413e-07
44397,ramp-up,6,0,0,0.0,0.0,
44397,ramp-down,9,4,4,44.44444444444444,44.44444444444444,9.285450065918368e-08
44399,ramp-up,6,0,0,0.0,0.0,
44399,ramp-down,8,2,2,25.0,25.0,1.421443636910232e-07
44400,ramp-up,6,0,0,0.0,0.0,
44400,ramp-down,9,4,4,44.44444444444444,44.44444444444444,2.384186995851628e-07
44401,ramp-up,7,0,0,0.0,0.0,
44401,ramp-down,8,3,3,37.5,37.5,1.6656060465657867e-07
44402,ramp-up,6,0,0,0.0,0.0,
44402,ramp-down,10,4,4,40.0,40.0,3.2249286567640346e-08
44403,ramp-up,6,0,0,0.0,0.0,
44403,ramp-down,9,4,4,44.44444444444444,44.44444444444444,1.5072039655231267e-07
44404,flat_error,19,19,19,100.0,100.0,
44404,ramp-up,34,9,9,26.47058823529412,26.47058823529412,4.7595432289442924e-07
44404,ramp-down,32,12,12,37.5,37.5,4.772035012105629e-07
44405,flat_error,19,19,19,100.0,100.0,
44405,ramp-up,33,6,6,18.181818181818183,18.181818181818183,3.370394475270043e-07
44405,ramp-down,33,10,10,30.303030303030305,30.303030303030305,2.851265309149727e-07
44407,ramp-up,9,2,2,22.22222222222222,22.22222222222222,1.2672728584844284e-08
44407,ramp-down,11,4,4,36.36363636363637,36.36363636363637,1.7807789181504196e-07
44408,ramp-up,10,1,1,10.0,10.0,8.041871996617586e-08
44408,ramp-down,10,4,4,40.0,40.0,9.591666201835092e-08
44409,ramp-up,9,1,1,11.11111111111111,11.11111111111111,1.6051731336806618e-07
44409,ramp-down,10,4,4,40.0,40.0,1.4756845757748536e-07
44411,ramp-up,9,0,0,0.0,0.0,
44411,ramp-down,10,4,4,40.0,40.0,8.299581589102239e-08
44412,ramp-up,9,1,1,11.11111111111111,11.11111111111111,3.028055138971215e-07
44412,ramp-down,11,4,4,36.36363636363637,36.36363636363637,7.714916026592786e-08
44413,ramp-up,9,1,1,11.11111111111111,11.11111111111111,1.7011205918658717e-08
44413,ramp-down,11,4,4,36.36363636363637,36.36363636363637,1.7764369127410078e-07
44417,ramp-up,9,1,1,11.11111111111111,11.11111111111111,4.503752270076132e-07
44417,ramp-down,10,3,3,30.0,30.0,3.491272023714756e-07
44418,ramp-up,9,0,0,0.0,0.0,
44418,ramp-down,10,1,1,10.0,10.0,2.074377858893322e-07
44419,ramp-up,9,0,0,0.0,0.0,
44419,ramp-down,11,5,5,45.45454545454545,45.45454545454545,2.3952255403648384e-07
44420,ramp-up,10,0,0,0.0,0.0,
44420,ramp-down,9,3,3,33.33333333333333,33.33333333333333,1.4153428435356254e-07
44421,ramp-up,10,1,1,10.0,10.0,1.6711530138575607e-07
44421,ramp-down,10,5,5,50.0,50.0,6.115122194040391e-08
44422,ramp-up,8,1,1,12.5,12.5,2.1710203819419603e-07
44422,ramp-down,9,4,4,44.44444444444444,44.44444444444444,1.554217087606455e-07
44426,ramp-up,9,1,1,11.11111111111111,11.11111111111111,1.7053363722850096e-08
44426,ramp-down,10,3,3,30.0,30.0,5.4932421826738326e-08
44427,ramp-up,10,2,2,20.0,20.0,2.6864735285904746e-07
44427,ramp-down,9,5,5,55.55555555555556,55.55555555555556,9.815591608111188e-08
44428,ramp-up,9,0,0,0.0,0.0,
44428,ramp-down,11,3,3,27.27272727272727,27.27272727272727,1.602212936571827e-08
44429,ramp-up,9,1,1,11.11111111111111,11.11111111111111,6.6953833232752365e-09
44429,ramp-down,10,4,4,40.0,40.0,1.5346901898298859e-07
44430,ramp-up,9,1,1,11.11111111111111,11.11111111111111,2.6195925680701985e-07
44430,ramp-down,11,4,4,36.36363636363637,36.36363636363637,1.7438323378060257e-07
44431,ramp-up,9,1,1,11.11111111111111,11.11111111111111,1.2868100207520344e-07
44431,ramp-down,10,5,5,50.0,50.0,1.180249624481905e-07
44432,ramp-up,9,1,1,11.11111111111111,11.11111111111111,3.628778710198085e-07
44432,ramp-down,10,5,5,50.0,50.0,2.0374226414606679e-07
44433,ramp-up,9,0,0,0.0,0.0,
44433,ramp-down,9,5,5,55.55555555555556,55.55555555555556,6.093960213192709e-08
44438,ramp-up,10,1,1,10.0,10.0,1.1183797882254637e-07
44438,ramp-down,8,2,2,25.0,25.0,7.308521744156966e-08
44439,ramp-up,9,0,0,0.0,0.0,
44439,ramp-down,9,2,2,22.22222222222222,22.22222222222222,1.2305114643780688e-07
44444,ramp-up,7,0,0,0.0,0.0,
44444,ramp-down,9,5,5,55.55555555555556,55.55555555555556,1.2426313587601055e-07
44445,ramp-up,8,0,0,0.0,0.0,
44445,ramp-down,10,4,4,40.0,40.0,4.6304959885125885e-08
44449,ramp-up,8,1,1,12.5,12.5,7.957281466753054e-08
44449,ramp-down,11,3,3,27.27272727272727,27.27272727272727,1.4342561331128863e-07
44451,ramp-up,8,1,1,12.5,12.5,1.6102159306627618e-07
44451,ramp-down,11,5,5,45.45454545454545,45.45454545454545,6.828758228688223e-08
44452,ramp-up,7,0,0,0.0,0.0,
44452,ramp-down,13,5,5,38.46153846153847,38.46153846153847,1.15563311907173e-07
44453,ramp-up,8,0,0,0.0,0.0,
44453,ramp-down,9,6,6,66.66666666666666,66.66666666666666,9.062584909018815e-08
44454,ramp-up,7,0,0,0.0,0.0,
44454,ramp-down,9,5,5,55.55555555555556,55.55555555555556,1.1029429934973827e-07
44457,ramp-up,8,0,0,0.0,0.0,
44457,ramp-down,8,3,3,37.5,37.5,4.0273419663249665e-08
44458,ramp-up,8,0,0,0.0,0.0,
44458,ramp-down,11,5,5,45.45454545454545,45.45454545454545,8.808505305947295e-08
44554,ramp-up,2,2,2,100.0,100.0,1.9956761477133838e-07
44555,ramp-up,1,1,1,100.0,100.0,5.382553651456404e-07
44555,ramp-down,2,2,2,100.0,100.0,3.158597222423535e-07
44566,ramp-up,9,6,6,66.66666666666666,66.66666666666666,3.9966019929694974e-07
44566,ramp-down,5,5,5,100.0,100.0,4.2582274382760565e-07
44573,ramp-up,5,0,0,0.0,0.0,
44573,ramp-down,3,0,0,0.0,0.0,
44575,ramp-up,6,1,1,16.666666666666664,16.666666666666664,4.282496405125841e-07
44575,ramp-down,4,1,1,25.0,25.0,8.742502773105203e-09
44576,ramp-up,5,0,0,0.0,0.0,
44576,ramp-down,1,0,0,0.0,0.0,
44580,ramp-up,3,0,0,0.0,0.0,
44580,ramp-down,7,2,2,28.57142857142857,28.57142857142857,2.8061183957737855e-07
44733,ramp-up,8,1,1,12.5,12.5,1.675508634246586e-07
44733,ramp-down,8,3,3,37.5,37.5,3.282180849026598e-07
44734,ramp-up,8,1,1,12.5,12.5,9.82667570108098e-08
44734,ramp-down,7,3,3,42.857142857142854,42.857142857142854,1.4359685281682829e-07
44735,ramp-up,7,0,0,0.0,0.0,
44735,ramp-down,8,3,3,37.5,37.5,7.405351822376376e-08
44738,ramp-up,8,0,0,0.0,0.0,
44738,ramp-down,8,2,2,25.0,25.0,2.843336290774956e-07
44739,ramp-up,8,0,0,0.0,0.0,
44739,ramp-down,7,2,2,28.57142857142857,28.57142857142857,9.409731791382753e-09
44740,ramp-up,8,0,0,0.0,0.0,
44740,ramp-down,7,3,3,42.857142857142854,42.857142857142854,3.3067478854745723e-07
44741,ramp-up,8,0,0,0.0,0.0,
44741,ramp-down,7,3,3,42.857142857142854,42.857142857142854,1.6551443510318706e-07
44742,ramp-up,8,0,0,0.0,0.0,
44742,ramp-down,7,2,2,28.57142857142857,28.57142857142857,3.3751336209774107e-07
44743,ramp-up,8,1,1,12.5,12.5,9.555217586015328e-08
44743,ramp-down,7,2,2,28.57142857142857,28.57142857142857,2.041069553639748e-07
44746,ramp-up,8,0,0,0.0,0.0,
44746,ramp-down,8,1,1,12.5,12.5,3.654539206051509e-08
44747,ramp-up,8,0,0,0.0,0.0,
44747,ramp-down,8,2,2,25.0,25.0,1.1100760381005424e-07
44748,ramp-up,7,0,0,0.0,0.0,
44748,ramp-down,9,2,2,22.22222222222222,22.22222222222222,7.215827617366172e-08
44749,ramp-up,8,0,0,0.0,0.0,
44749,ramp-down,7,3,3,42.857142857142854,42.857142857142854,7.297107905132892e-08
44754,flat_error,19,19,19,100.0,100.0,
44754,ramp-up,29,5,5,17.24137931034483,17.24137931034483,6.72903868058584e-07
44754,ramp-down,26,0,0,0.0,0.0,
44766,ramp-up,9,0,0,0.0,0.0,
44766,ramp-down,12,6,6,50.0,50.0,1.964836113970925e-07
44767,ramp-up,10,1,1,10.0,10.0,2.689905299904133e-07
44767,ramp-down,11,5,5,45.45454545454545,45.45454545454545,2.193732474723639e-07
44768,ramp-up,9,0,0,0.0,0.0,
44768,ramp-down,12,2,2,16.666666666666664,16.666666666666664,8.767085706595491e-08
44770,ramp-up,6,0,0,0.0,0.0,
44770,ramp-down,13,2,2,15.384615384615385,15.384615384615385,2.215364994425231e-07
44771,ramp-up,7,0,0,0.0,0.0,
44771,ramp-down,12,5,5,41.66666666666667,41.66666666666667,1.234496096376291e-07
44772,ramp-up,6,0,0,0.0,0.0,
44772,ramp-down,14,8,8,57.14285714285714,57.14285714285714,1.6863693860949872e-07
44773,ramp-up,8,1,1,12.5,12.5,4.132342391542077e-08
44773,ramp-down,13,4,4,30.76923076923077,30.76923076923077,1.360421348301777e-07
44776,ramp-up,9,0,0,0.0,0.0,
44776,ramp-down,12,5,5,41.66666666666667,41.66666666666667,1.5441671850529087e-07
44777,ramp-up,8,0,0,0.0,0.0,
44777,ramp-down,10,3,3,30.0,30.0,2.434715542497709e-07
44778,ramp-up,9,1,1,11.11111111111111,11.11111111111111,1.3702210356992897e-07
44778,ramp-down,11,3,3,27.27272727272727,27.27272727272727,1.2864678687600935e-07
44779,ramp-up,7,0,0,0.0,0.0,
44779,ramp-down,11,3,3,27.27272727272727,27.27272727272727,9.39812922978653e-08
44780,ramp-up,9,0,0,0.0,0.0,
44780,ramp-down,9,4,4,44.44444444444444,44.44444444444444,1.2141616794210258e-07
44781,ramp-up,8,0,0,0.0,0.0,
44781,ramp-down,11,3,3,27.27272727272727,27.27272727272727,1.4746746864243675e-07
44782,ramp-up,8,0,0,0.0,0.0,
44782,ramp-down,10,4,4,40.0,40.0,8.097515690260534e-08
44784,ramp-up,7,0,0,0.0,0.0,
44784,ramp-down,10,5,5,50.0,50.0,1.2182030107596718e-07
44785,ramp-up,7,0,0,0.0,0.0,
44785,ramp-down,11,5,5,45.45454545454545,45.45454545454545,5.841137547700507e-08
44786,ramp-up,8,0,0,0.0,0.0,
44786,ramp-down,7,3,3,42.857142857142854,42.857142857142854,2.04329506608442e-07
44787,ramp-up,9,1,1,11.11111111111111,11.11111111111111,1.8912641763626307e-07
44787,ramp-down,8,4,4,50.0,50.0,6.444180590766568e-08
44788,ramp-up,8,0,0,0.0,0.0,
44788,ramp-down,12,6,6,50.0,50.0,9.092995223789227e-07
44789,ramp-up,8,0,0,0.0,0.0,
44789,ramp-down,11,1,1,9.090909090909092,9.090909090909092,4.9896941807246206e-08
44794,ramp-up,10,0,0,0.0,0.0,
44794,ramp-down,9,2,2,22.22222222222222,22.22222222222222,8.127813290259353e-08
44795,ramp-up,9,1,1,11.11111111111111,11.11111111111111,2.3169912988019607e-07
44795,ramp-down,9,5,5,55.55555555555556,55.55555555555556,5.871746180284187e-08
44796,ramp-up,8,0,0,0.0,0.0,
44796,ramp-down,9,4,4,44.44444444444444,44.44444444444444,1.3338682913945272e-07
44797,ramp-up,7,0,0,0.0,0.0,
44797,ramp-down,8,4,4,50.0,50.0,2.2100399432797806e-07
44798,ramp-up,7,0,0,0.0,0.0,
44798,ramp-down,7,4,4,57.14285714285714,57.14285714285714,1.0392229152584363e-07
44799,ramp-up,9,0,0,0.0,0.0,
44799,ramp-down,8,2,2,25.0,25.0,2.633478003662342e-07
44800,ramp-up,9,0,0,0.0,0.0,
44800,ramp-down,7,4,4,57.14285714285714,57.14285714285714,1.3826216756222738e-07
44801,ramp-up,9,0,0,0.0,0.0,
44801,ramp-down,8,3,3,37.5,37.5,1.8305279138412198e-07
44802,ramp-up,9,0,0,0.0,0.0,
44802,ramp-down,8,2,2,25.0,25.0,1.3740603748277477e-07
44803,ramp-up,10,0,0,0.0,0.0,
44803,ramp-down,8,2,2,25.0,25.0,5.2206349665908365e-08
44804,ramp-up,7,0,0,0.0,0.0,
44804,ramp-down,7,2,2,28.57142857142857,28.57142857142857,3.2022779643071705e-07
44805,ramp-up,8,0,0,0.0,0.0,
44805,ramp-down,9,2,2,22.22222222222222,22.22222222222222,1.4114548241116063e-07
44806,ramp-up,8,0,0,0.0,0.0,
44806,ramp-down,8,4,4,50.0,50.0,1.750637959761971e-07
44807,ramp-up,8,0,0,0.0,0.0,
44807,ramp-down,7,4,4,57.14285714285714,57.14285714285714,1.955760554460474e-07
44810,ramp-up,7,0,0,0.0,0.0,
44810,ramp-down,8,5,5,62.5,62.5,1.3242960834433224e-07
44812,ramp-up,9,0,0,0.0,0.0,
44812,ramp-down,9,5,5,55.55555555555556,55.55555555555556,1.505811368236341e-07
44813,ramp-up,9,1,1,11.11111111111111,11.11111111111111,7.903289489427874e-08
44813,ramp-down,10,5,5,50.0,50.0,1.0061681555063231e-07
44814,ramp-up,9,1,1,11.11111111111111,11.11111111111111,2.718617323045117e-07
44814,ramp-down,11,4,4,36.36363636363637,36.36363636363637,1.739662368412226e-07
44816,ramp-up,7,0,0,0.0,0.0,
44816,ramp-down,9,3,3,33.33333333333333,33.33333333333333,8.564300907351599e-08
44817,ramp-up,11,1,1,9.090909090909092,9.090909090909092,1.9955373813470488e-07
44817,ramp-down,8,2,2,25.0,25.0,1.8137544192639398e-07
44819,ramp-up,8,0,0,0.0,0.0,
44819,ramp-down,9,2,2,22.22222222222222,22.22222222222222,1.19680934328839e-07
44820,ramp-up,10,1,1,10.0,10.0,2.4457886026073593e-08
44820,ramp-down,8,2,2,25.0,25.0,1.316712437455594e-07
44821,ramp-up,8,0,0,0.0,0.0,
44821,ramp-down,8,3,3,37.5,37.5,1.112470393976197e-07
44822,ramp-up,10,1,1,10.0,10.0,1.6429611845520414e-07
44822,ramp-down,7,3,3,42.857142857142854,42.857142857142854,1.260301926214582e-07
44823,ramp-up,8,0,0,0.0,0.0,
44823,ramp-down,9,5,5,55.55555555555556,55.55555555555556,5.84863349097624e-08
44824,ramp-up,9,0,0,0.0,0.0,
44824,ramp-down,8,3,3,37.5,37.5,1.8901070877701093e-07
44825,ramp-up,9,1,1,11.11111111111111,11.11111111111111,2.528397136580159e-07
44825,ramp-down,8,5,5,62.5,62.5,1.3777701310679074e-07
44826,ramp-up,8,0,0,0.0,0.0,
44826,ramp-down,8,3,3,37.5,37.5,1.4114009975152526e-07
44827,ramp-up,8,0,0,0.0,0.0,
44827,ramp-down,7,2,2,28.57142857142857,28.57142857142857,1.6849382788128297e-07
44828,ramp-up,9,0,0,0.0,0.0,
44828,ramp-down,7,2,2,28.57142857142857,28.57142857142857,3.4802606004272977e-07
44829,ramp-up,8,0,0,0.0,0.0,
44829,ramp-down,9,3,3,33.33333333333333,33.33333333333333,3.519873239421775e-08
44830,ramp-up,7,0,0,0.0,0.0,
44830,ramp-down,8,3,3,37.5,37.5,4.7207296378369534e-08
44832,ramp-up,8,1,1,12.5,12.5,3.132273015260712e-07
44832,ramp-down,9,4,4,44.44444444444444,44.44444444444444,8.934238763926136e-08
44833,ramp-up,8,0,0,0.0,0.0,
44833,ramp-down,10,4,4,40.0,40.0,1.534065715929022e-07
44834,ramp-up,9,0,0,0.0,0.0,
44834,ramp-down,8,3,3,37.5,37.5,1.5075283810054233e-07
44835,ramp-up,9,1,1,11.11111111111111,11.11111111111111,7.650727535179294e-08
44835,ramp-down,8,3,3,37.5,37.5,1.1404021445106487e-08
44836,ramp-up,9,0,0,0.0,0.0,
44836,ramp-down,7,4,4,57.14285714285714,57.14285714285714,1.0845311783174294e-07
44837,ramp-up,9,1,1,11.11111111111111,11.11111111111111,1.86228386725162e-07
44837,ramp-down,8,2,2,25.0,25.0,3.7880398492080105e-08
44838,ramp-up,10,0,0,0.0,0.0,
44838,ramp-down,7,3,3,42.857142857142854,42.857142857142854,1.7848274323183606e-07
44839,ramp-up,9,0,0,0.0,0.0,
44839,ramp-down,9,4,4,44.44444444444444,44.44444444444444,7.602246713999692e-08
44840,ramp-up,8,0,0,0.0,0.0,
44840,ramp-down,8,5,5,62.5,62.5,1.0454922221786601e-07
44841,ramp-up,7,0,0,0.0,0.0,
44841,ramp-down,10,6,6,60.0,60.0,1.7432621895100684e-07
44845,ramp-up,8,0,0,0.0,0.0,
44845,ramp-down,13,5,5,38.46153846153847,38.46153846153847,5.6793395597515287e-08
44846,ramp-up,7,0,0,0.0,0.0,
44846,ramp-down,15,4,4,26.666666666666668,26.666666666666668,1.7948670589851115e-07
44847,ramp-up,9,1,1,11.11111111111111,11.11111111111111,2.7879802744291165e-07
44847,ramp-down,10,5,5,50.0,50.0,1.2684792147745434e-07
44848,ramp-up,7,1,1,14.285714285714285,14.285714285714285,4.819898176568837e-08
44848,ramp-down,14,7,7,50.0,50.0,8.3548399019127e-08
44852,ramp-up,8,0,0,0.0,0.0,
44852,ramp-down,12,4,4,33.33333333333333,33.33333333333333,2.184924773423946e-07
44854,ramp-up,7,0,0,0.0,0.0,
44854,ramp-down,10,5,5,50.0,50.0,1.1130542522111999e-07
44855,ramp-up,6,0,0,0.0,0.0,
44855,ramp-down,11,3,3,27.27272727272727,27.27272727272727,1.4655796612922972e-07
44856,ramp-up,8,0,0,0.0,0.0,
44856,ramp-down,10,1,1,10.0,10.0,6.549110265389424e-08
44857,ramp-up,7,0,0,0.0,0.0,
44857,ramp-down,12,3,3,25.0,25.0,7.533621022368876e-08
44860,ramp-up,9,0,0,0.0,0.0,
44860,ramp-down,9,5,5,55.55555555555556,55.55555555555556,1.1358242617948424e-07
44862,ramp-up,7,0,0,0.0,0.0,
44862,ramp-down,11,5,5,45.45454545454545,45.45454545454545,5.490821209063061e-08
44863,ramp-up,7,0,0,0.0,0.0,
44863,ramp-down,12,7,7,58.333333333333336,58.333333333333336,1.4365452352759855e-07
44868,ramp-up,8,0,0,0.0,0.0,
44868,ramp-down,11,7,7,63.63636363636363,63.63636363636363,1.3589928821900233e-07
44872,ramp-up,7,1,1,14.285714285714285,14.285714285714285,1.9602212766821528e-08
44872,ramp-down,11,5,5,45.45454545454545,45.45454545454545,1.8910913783604724e-07
44873,ramp-up,8,1,1,12.5,12.5,1.4861999113797728e-07
44873,ramp-down,10,6,6,60.0,60.0,1.5975371357368857e-07
44874,ramp-up,9,0,0,0.0,0.0,
44874,ramp-down,9,4,4,44.44444444444444,44.44444444444444,2.515314610478871e-07
44875,ramp-up,8,0,0,0.0,0.0,
44875,ramp-down,8,2,2,25.0,25.0,7.292420035437321e-08
44901,flat_error,19,0,0,0.0,0.0,
44901,ramp-up,53,0,0,0.0,0.0,
44901,ramp-down,2,0,0,0.0,0.0,
44907,ramp-up,1,0,0,0.0,0.0,
44910,flat_error,19,0,0,0.0,0.0,
44910,ramp-up,53,0,0,0.0,0.0,
44910,ramp-down,2,0,0,0.0,0.0,
44929,ramp-up,3,0,0,0.0,0.0,
44929,ramp-down,3,2,2,66.66666666666666,66.66666666666666,5.689140981816255e-08
44930,ramp-up,3,0,0,0.0,0.0,
44930,ramp-down,3,2,2,66.66666666666666,66.66666666666666,2.9295753628102582e-08
44931,ramp-up,3,0,0,0.0,0.0,
44931,ramp-down,3,3,3,100.0,100.0,2.7874818567965536e-08
44933,ramp-up,4,0,0,0.0,0.0,
44933,ramp-down,3,2,2,66.66666666666666,66.66666666666666,6.473573164479577e-08
44934,ramp-up,2,0,0,0.0,0.0,
