shot_number,total_kfiles,gfile_exists_count,effective_converged_count,convergence_failures,gfile_existence_rate_percent,effective_convergence_rate_percent,max_kfile_current,max_gfile_current,avg_current_error_percent,max_current_error_percent,effective_converged_points
40949,13,2,2,0,15.384615384615385,15.384615384615385,95260.31600945826,77093.0098,6.188231652549652e-08,8.83614263917271e-08,2
40951,14,2,2,0,14.285714285714285,14.285714285714285,97669.95040356238,71058.9285,1.8448163771453425e-08,3.096240038407114e-08,2
40953,15,2,2,0,13.333333333333334,13.333333333333334,98273.73689771249,77872.5624,2.582449307277045e-08,4.142390493506558e-08,2
40954,15,3,3,0,20.0,20.0,104513.78433703698,68800.9008,1.766004981915573e-07,2.524344748230833e-07,3
40955,13,3,3,0,23.076923076923077,23.076923076923077,105646.79800185253,76238.2215,3.037421264213733e-07,7.331935494991629e-07,3
40956,12,2,2,0,16.666666666666664,16.666666666666664,103084.19597461748,44708.0173,5.633375064316102e-07,8.373502213645184e-07,2
40957,15,5,5,0,33.33333333333333,33.33333333333333,93113.73529824278,80910.3303,6.149762138481576e-08,1.154026582379259e-07,5
40958,73,15,15,0,20.54794520547945,20.54794520547945,107992.4793938098,73778.6365,5.115290180765105e-07,8.134934616401695e-07,15
40959,12,1,1,0,8.333333333333332,8.333333333333332,96424.2374382008,50064.8707,1.193035740046663e-07,1.193035740046663e-07,1
40960,14,3,3,0,21.428571428571427,21.428571428571427,71542.8506299238,49413.182,1.4574777767490217e-07,3.593434281303345e-07,3
40963,73,12,12,0,16.43835616438356,16.43835616438356,103205.21235439582,27057.3347,6.523379400418232e-07,8.476205328233989e-07,12
40968,9,0,0,0,0.0,0.0,78406.47939299457,,,,0
40969,15,3,3,0,20.0,20.0,106872.5202533188,73608.426,1.2236504477647073e-07,1.7553185976669577e-07,3
40978,5,2,2,0,40.0,40.0,31336.384866310324,31336.3848,1.2377162943464906e-07,2.116080848793725e-07,2
40993,15,5,5,0,33.33333333333333,33.33333333333333,98418.48639378416,89122.9729,3.56990689936693e-08,1.277025799154995e-07,5
40994,15,5,5,0,33.33333333333333,33.33333333333333,100268.09898407136,94845.0867,4.030722544492801e-08,1.0026385796908134e-07,5
40995,15,6,6,0,40.0,40.0,108472.88498574388,98423.6774,4.2046886402026814e-08,6.410279451414055e-08,6
40996,16,2,2,0,12.5,12.5,115419.6343279516,98071.5618,6.074743841838063e-08,7.44247731334032e-08,2
40997,16,4,4,0,25.0,25.0,108867.89138064836,87455.7212,5.0696575330937666e-08,7.531864361778147e-08,4
40998,17,3,3,0,17.647058823529413,17.647058823529413,111932.23068431269,87465.3487,2.416519941598831e-08,5.8232002220047826e-08,3
40999,16,3,3,0,18.75,18.75,104386.9467567374,73724.7696,1.1175959228253804e-07,1.619226928642099e-07,3
41000,16,2,2,0,12.5,12.5,110503.78267475184,47093.7412,9.19707790848341e-08,1.0300636629276241e-07,2
41001,16,2,2,0,12.5,12.5,105779.5505873628,77856.8209,1.9324462551348006e-08,2.926188366380216e-08,2
41002,16,3,3,0,18.75,18.75,111010.82549469196,101309.261,1.2499434961525425e-07,2.0668481153117206e-07,3
41012,15,1,1,0,6.666666666666667,6.666666666666667,121466.5793412255,33765.6557,1.599601739866482e-07,1.599601739866482e-07,1
41013,17,2,2,0,11.76470588235294,11.76470588235294,131663.14173890438,56411.9139,5.9313307533060305e-08,7.719637459959754e-08,2
41014,11,1,1,0,9.090909090909092,9.090909090909092,130145.67064753016,27623.3876,5.60211242786375e-08,5.60211242786375e-08,1
41024,12,7,7,0,58.333333333333336,58.333333333333336,75273.8806149716,75273.8806,6.40093871836709e-08,1.6369844298681946e-07,7
41025,12,1,1,0,8.333333333333332,8.333333333333332,78798.3706277791,52976.992,6.92896592494223e-08,6.92896592494223e-08,1
41026,13,1,1,0,7.6923076923076925,7.6923076923076925,80136.57129435983,58675.2244,1.8859036404247565e-08,1.8859036404247565e-08,1
41068,5,5,5,0,100.0,100.0,20834.32400681269,20834.324,7.530279228348218e-08,1.4173652668517696e-07,5
41070,1,1,1,0,100.0,100.0,12467.701523807422,12467.7015,1.9095278004336025e-07,1.9095278004336025e-07,1
41077,11,5,5,0,45.45454545454545,45.45454545454545,52802.08835302562,51005.4798,5.644334189320297e-08,1.0402253617732775e-07,5
41081,11,6,6,0,54.54545454545454,54.54545454545454,50429.17144905894,49865.2129,7.646601136238713e-08,1.2989613049053336e-07,6
41082,11,6,6,0,54.54545454545454,54.54545454545454,54517.56374771065,53831.3967,6.758721374658938e-08,1.3802285608824513e-07,6
41089,11,5,5,0,45.45454545454545,45.45454545454545,51666.377305079965,51666.3773,2.1779396963737934e-08,5.3825447210094744e-08,5
41094,11,1,1,0,9.090909090909092,9.090909090909092,44204.47009440472,11459.0997,8.644113567321783e-08,8.644113567321783e-08,1
41095,11,0,0,0,0.0,0.0,46409.09479259104,,,,0
41096,11,4,4,0,36.36363636363637,36.36363636363637,42994.12152977132,41677.5786,1.398965596404099e-07,2.824684175649581e-07,4
41097,11,2,2,0,18.181818181818183,18.181818181818183,46572.39104716073,20524.406,2.660057851460468e-07,3.094164274655324e-07,2
41098,11,2,2,0,18.181818181818183,18.181818181818183,44167.52889516538,16348.9876,6.911954735987134e-08,1.151582278611265e-07,2
41099,11,4,4,0,36.36363636363637,36.36363636363637,43202.19906614825,43197.3939,1.1573945245920351e-07,1.774071474733475e-07,4
41100,10,3,3,0,30.0,30.0,44454.7358534258,42563.9011,5.1060397608851014e-08,8.915185049159889e-08,3
41101,11,3,3,0,27.27272727272727,27.27272727272727,44744.66864151453,20183.9152,1.855546748881891e-07,2.420902298598135e-07,3
41102,9,1,1,0,11.11111111111111,11.11111111111111,46000.84924302754,27909.3106,1.7339037890059424e-07,1.7339037890059424e-07,1
41103,11,0,0,0,0.0,0.0,45931.38967810283,,,,0
41104,10,0,0,0,0.0,0.0,46310.934865714,,,,0
41105,8,4,4,0,50.0,50.0,51219.09186497101,51219.0919,9.195794550627359e-08,1.471261581386994e-07,4
41106,10,0,0,0,0.0,0.0,45443.60110840471,,,,0
41108,10,2,2,0,20.0,20.0,47519.91734130945,24538.8042,6.608108917764176e-08,6.684714493173155e-08,2
41117,11,3,3,0,27.27272727272727,27.27272727272727,66433.13839103947,64120.9597,1.1652085921434435e-07,2.1378959854793795e-07,3
41118,12,1,1,0,8.333333333333332,8.333333333333332,72790.15214173158,70969.53,3.9324858297797254e-08,3.9324858297797254e-08,1
41120,13,4,4,0,30.76923076923077,30.76923076923077,77233.07649398116,72474.0968,4.770216286591029e-08,9.54412865193371e-08,4
41121,11,4,4,0,36.36363636363637,36.36363636363637,74937.21208660673,72253.7125,2.980786637994635e-08,9.86305376098765e-08,4
41123,11,4,4,0,36.36363636363637,36.36363636363637,74416.76256698571,68596.8308,9.92269037437768e-08,2.501389060336544e-07,4
41124,11,4,4,0,36.36363636363637,36.36363636363637,73116.58924927088,69060.5274,2.19560233379177e-08,4.4074486972063055e-08,4
41204,18,5,5,0,27.77777777777778,27.77777777777778,72346.21670188491,72346.2167,5.86331324445479e-08,1.338794308865712e-07,5
41214,16,9,9,0,56.25,56.25,110203.83686407428,110203.837,1.0420284198770522e-07,4.036505995157221e-07,9
41215,15,8,8,0,53.333333333333336,53.333333333333336,130538.45968720668,130538.46,1.1456424650705602e-07,2.5484045849178785e-07,8
41216,12,6,6,0,50.0,50.0,133174.98754076794,133174.987,1.8764047793959408e-07,4.0605819008396587e-07,6
41219,10,5,5,0,50.0,50.0,109110.14387563356,109110.144,1.9049367206879516e-07,4.438795637171176e-07,5
41220,12,5,5,0,41.66666666666667,41.66666666666667,125459.11458203652,125459.115,1.8817964783583205e-07,4.332010168917697e-07,5
41221,11,3,3,0,27.27272727272727,27.27272727272727,136692.8694581387,112456.401,1.2494535911431355e-07,2.682630235238528e-07,3
41231,15,5,5,0,33.33333333333333,33.33333333333333,160512.59645657276,160512.596,1.9661392702378767e-07,2.844466936641788e-07,5
41240,14,2,2,0,14.285714285714285,14.285714285714285,192070.4264538653,114147.313,2.7198860492819295e-07,4.207687874950063e-07,2
41242,15,5,5,0,33.33333333333333,33.33333333333333,186828.04262618377,164411.057,1.1690875137347131e-07,2.873364446444513e-07,5
41244,15,3,3,0,20.0,20.0,182988.70123676697,147612.321,1.8946946288425358e-07,2.996577855111321e-07,3
41245,14,2,2,0,14.285714285714285,14.285714285714285,164995.80987228267,148988.416,5.717774470246815e-08,6.32696269521702e-08,2
41251,8,6,6,0,75.0,75.0,51166.20929115613,51166.2093,3.814744243236127e-08,9.951768717308948e-08,6
41253,8,5,5,0,62.5,62.5,52338.35766796044,52338.3577,9.394841136232295e-08,1.699732917945654e-07,5
41254,10,4,4,0,40.0,40.0,55513.28678007114,55513.2868,4.685365125693926e-08,1.035944963001153e-07,4
41255,11,8,8,0,72.72727272727273,72.72727272727273,54299.44236805161,54299.4424,1.400397520062294e-07,6.556969670216882e-07,8
41256,12,5,5,0,41.66666666666667,41.66666666666667,53505.98897614097,52966.9464,6.871217425686603e-08,1.0310890600924205e-07,5
41257,15,4,4,0,26.666666666666668,26.666666666666668,55932.91698183116,53117.266,1.0092743131015303e-07,1.924188734595381e-07,4
41258,15,6,6,0,40.0,40.0,53559.32747641516,33647.7598,1.3492063870236793e-07,1.9864376621005905e-07,6
41259,16,2,2,0,12.5,12.5,54833.3745679375,26341.7992,1.3608353986831977e-07,1.8492488765394518e-07,2
41260,16,4,4,0,25.0,25.0,55768.4852481288,49527.4561,4.1724389886431155e-08,8.800340280045716e-08,4
41261,15,1,1,0,6.666666666666667,6.666666666666667,56539.29702924276,53312.628,1.0483637218735843e-07,1.0483637218735843e-07,1
41262,12,3,3,0,25.0,25.0,57491.65988919762,53957.1842,5.91660357252523e-08,9.631578209542112e-08,3
41263,10,1,1,0,10.0,10.0,55398.02417938386,45508.2829,4.3169081125310653e-08,4.3169081125310653e-08,1
41264,11,1,1,0,9.090909090909092,9.090909090909092,57649.71225066168,51480.6867,5.57725664035163e-08,5.57725664035163e-08,1
41270,10,3,3,0,30.0,30.0,52038.31699286412,47256.045,3.6036446808224276e-08,5.840075937277039e-08,3
41271,11,3,3,0,27.27272727272727,27.27272727272727,57853.15547252222,50138.6829,1.0329337579015484e-07,2.781661740857843e-07,3
41272,10,1,1,0,10.0,10.0,59816.94533713867,48788.7097,4.601320067039845e-08,4.601320067039845e-08,1
41273,10,2,2,0,20.0,20.0,65478.69801267516,45328.1854,1.988611609086818e-07,3.651362679886187e-07,2
41274,10,1,1,0,10.0,10.0,59513.9763397586,37840.1202,9.547475869560542e-08,9.547475869560542e-08,1
41275,10,1,1,0,10.0,10.0,60906.459343717775,21962.2182,1.0788300579949185e-07,1.0788300579949185e-07,1
41276,10,1,1,0,10.0,10.0,64418.58090827733,25507.3579,1.1105470857653832e-08,1.1105470857653832e-08,1
41277,10,1,1,0,10.0,10.0,61790.900970182585,23410.1616,1.3170554777606434e-07,1.3170554777606434e-07,1
41278,10,1,1,0,10.0,10.0,70441.64446463432,23363.5173,8.753607234697854e-08,8.753607234697854e-08,1
41279,10,1,1,0,10.0,10.0,78788.11812499516,24808.9673,3.103167018758229e-07,3.103167018758229e-07,1
41280,10,1,1,0,10.0,10.0,67953.13046166244,32626.1393,1.668972686974942e-07,1.668972686974942e-07,1
41281,10,2,2,0,20.0,20.0,76778.35803540982,36469.9085,2.168043967759458e-07,3.1485028349776093e-07,2
41282,10,0,0,0,0.0,0.0,62653.49820442151,,,,0
41283,10,3,3,0,30.0,30.0,58006.022506657166,43427.2244,2.1487188715015494e-07,3.7937773818491973e-07,3
41284,10,2,2,0,20.0,20.0,62657.9781469774,44422.6368,1.1146192807784771e-07,2.0595458503283893e-07,2
41285,10,3,3,0,30.0,30.0,57336.722010858,38985.7448,2.1250023365515225e-07,4.57324128981171e-07,3
41302,61,27,27,0,44.26229508196721,44.26229508196721,153974.43062470396,121722.05,5.853984850167762e-07,6.212257393922019e-07,27
41307,61,3,3,0,4.918032786885246,4.918032786885246,142367.39523639993,105374.291,3.3931517477527476e-07,4.977237645132205e-07,3
41332,9,0,0,0,0.0,0.0,56981.1930064943,,,,0
41333,11,1,1,0,9.090909090909092,9.090909090909092,55441.91279438336,33120.7529,5.416014490846437e-08,5.416014490846437e-08,1
41335,13,2,2,0,15.384615384615385,15.384615384615385,69582.6790272058,38556.4843,3.546947189606467e-08,6.257646901536368e-08,2
41336,12,2,2,0,16.666666666666664,16.666666666666664,80552.96331276445,39964.0411,1.322735430507037e-07,2.159742565582143e-07,2
41338,11,1,1,0,9.090909090909092,9.090909090909092,76587.5569588563,48082.5253,4.4963298582156764e-08,4.4963298582156764e-08,1
41340,12,0,0,0,0.0,0.0,77471.60756136719,,,,0
41341,15,5,5,0,33.33333333333333,33.33333333333333,70996.43956537353,38016.2144,2.3065239754830884e-07,4.930790703546372e-07,5
41342,12,1,1,0,8.333333333333332,8.333333333333332,89257.30787760427,18743.7814,1.844342261912589e-07,1.844342261912589e-07,1
41345,10,1,1,0,10.0,10.0,96902.67552841666,27402.0862,2.548100607652287e-07,2.548100607652287e-07,1
41346,9,0,0,0,0.0,0.0,90603.95232115776,,,,0
41347,11,0,0,0,0.0,0.0,76005.73176038491,,,,0
41354,13,1,1,0,7.6923076923076925,7.6923076923076925,71221.00366676298,33253.7591,8.130183390692634e-08,8.130183390692634e-08,1
41355,10,3,3,0,30.0,30.0,75051.06073718453,62190.3495,1.3591641828460346e-07,3.209966445849295e-07,3
41357,11,3,3,0,27.27272727272727,27.27272727272727,73197.65531603112,60605.8763,1.7879734677741882e-08,2.3023573672963022e-08,3
41358,9,0,0,0,0.0,0.0,72539.93468965504,,,,0
41360,9,0,0,0,0.0,0.0,73532.8960198295,,,,0
41362,13,2,2,0,15.384615384615385,15.384615384615385,75586.3937435126,47025.806,5.7449709453010205e-08,8.411313084256784e-08,2
41372,12,3,3,0,25.0,25.0,91714.05789050608,33428.6459,2.0013714541208945e-07,3.086159563638743e-07,3
41373,4,2,2,0,50.0,50.0,30808.93498394026,30808.9349,2.725942193270849e-07,2.727341640885736e-07,2
41374,10,2,2,0,20.0,20.0,81255.18216224984,48963.2875,4.332389099599298e-08,4.4573749841872116e-08,2
41425,62,1,1,0,1.6129032258064515,1.6129032258064515,132400.7806982801,91219.3586,1.1223856914285716e-07,1.1223856914285716e-07,1
41428,62,1,1,0,1.6129032258064515,1.6129032258064515,133489.45036039103,94287.4878,1.38923531562387e-07,1.38923531562387e-07,1
41432,62,2,2,0,3.225806451612903,3.225806451612903,135843.21289397462,97675.2969,2.927992091492358e-07,4.777678996074171e-07,2
41435,15,5,5,0,33.33333333333333,33.33333333333333,172731.18968387114,124834.105,2.3812551738672273e-07,4.792430936145075e-07,5
41436,15,6,6,0,40.0,40.0,163679.31996531616,143735.895,1.489806598659471e-07,3.0199573181986146e-07,6
41437,15,4,4,0,26.666666666666668,26.666666666666668,165230.1715997759,129009.919,3.1747289941117264e-07,4.090527066666981e-07,4
41438,18,4,4,0,22.22222222222222,22.22222222222222,178093.14051540403,138443.506,4.0307275539661396e-08,7.760325985655886e-08,4
41439,18,1,1,0,5.555555555555555,5.555555555555555,189979.70144463851,45880.2692,1.1812403473306241e-08,1.1812403473306241e-08,1
41440,19,1,1,0,5.263157894736842,5.263157894736842,153339.89631960003,35759.6782,5.607303004907568e-08,5.607303004907568e-08,1
41442,20,3,3,0,15.0,15.0,165206.50897616587,114176.991,3.599471607905336e-08,5.874310102780488e-08,3
41443,18,3,3,0,16.666666666666664,16.666666666666664,160676.54810268903,122023.211,1.79183500306022e-07,2.1916829555745775e-07,3
41444,18,3,3,0,16.666666666666664,16.666666666666664,192799.5409987158,117784.348,1.0303969705613903e-07,1.4600729067364256e-07,3
41446,29,12,12,0,41.37931034482759,41.37931034482759,187389.4680387479,134262.735,1.0748863210972606e-07,3.554146753429954e-07,12
41447,30,10,10,0,33.33333333333333,33.33333333333333,177617.78564090453,109310.694,1.1261870450481152e-07,2.466912744663439e-07,10
41448,30,9,9,0,30.0,30.0,186256.22098368235,132014.676,7.436817140823016e-08,1.236079187863879e-07,9
41449,30,13,13,0,43.333333333333336,43.333333333333336,188368.53882678988,142892.633,1.0298680259557034e-07,3.3182360694144945e-07,13
41450,29,11,11,0,37.93103448275862,37.93103448275862,191062.88790870903,128740.21,8.830093257652938e-08,2.32534282219845e-07,11
41451,17,3,3,0,17.647058823529413,17.647058823529413,178363.5302511235,113374.247,1.8957806455622335e-07,2.9884701270049044e-07,3
41470,14,3,3,0,21.428571428571427,21.428571428571427,49502.45666727595,48807.2338,8.787492650681631e-08,9.848027869230305e-08,3
41471,13,1,1,0,7.6923076923076925,7.6923076923076925,54013.37687310409,30759.796,5.097402713472133e-08,5.097402713472133e-08,1
41472,13,2,2,0,15.384615384615385,15.384615384615385,55886.47637263806,44715.6212,1.3407113357118835e-07,2.112659943478654e-07,2
41476,13,3,3,0,23.076923076923077,23.076923076923077,56569.12872558699,46048.0543,8.146440710446509e-08,1.5560081437390277e-07,3
41477,11,1,1,0,9.090909090909092,9.090909090909092,56325.176097784686,43982.6138,8.291526342914543e-08,8.291526342914543e-08,1
41478,9,2,2,0,22.22222222222222,22.22222222222222,66495.22016350576,28316.8098,1.3376702774099054e-07,2.59013905075465e-07,2
41479,9,1,1,0,11.11111111111111,11.11111111111111,55809.21810786264,24009.1913,9.57568578247671e-08,9.57568578247671e-08,1
41482,8,1,1,0,12.5,12.5,58491.20414778901,31895.5574,5.5414499551376374e-08,5.5414499551376374e-08,1
41483,9,1,1,0,11.11111111111111,11.11111111111111,58017.09712123768,34946.6219,1.8184275755734963e-07,1.8184275755734963e-07,1
41484,9,1,1,0,11.11111111111111,11.11111111111111,76165.34638848636,28702.6758,3.147735656777839e-07,3.147735656777839e-07,1
41485,9,1,1,0,11.11111111111111,11.11111111111111,52557.11339000974,16707.1979,2.061930225786425e-07,2.061930225786425e-07,1
41486,9,1,1,0,11.11111111111111,11.11111111111111,56098.11163014369,18359.8168,3.1522810426740814e-07,3.1522810426740814e-07,1
41487,9,1,1,0,11.11111111111111,11.11111111111111,52251.49976808772,15870.7027,2.418437501910003e-07,2.418437501910003e-07,1
41500,17,5,5,0,29.411764705882355,29.411764705882355,73383.48635211484,72953.9572,5.5826104342247646e-08,1.231756246534547e-07,5
41501,19,6,6,0,31.57894736842105,31.57894736842105,72470.60571642112,72447.4183,6.109470757689155e-08,1.420234015395122e-07,6
41503,20,12,12,0,60.0,60.0,92505.4082295977,92505.4082,4.9851470262744834e-08,1.154365114202546e-07,12
41506,23,9,9,0,39.130434782608695,39.130434782608695,75914.14314595347,74340.5887,7.121730674381954e-08,1.3920948547245536e-07,9
41509,22,8,8,0,36.36363636363637,36.36363636363637,85121.87380819734,83315.4727,5.5173621839048063e-08,1.016545479123206e-07,8
41510,22,10,10,0,45.45454545454545,45.45454545454545,122599.59483249093,122599.595,1.319668766573825e-07,3.457833747429633e-07,10
41511,21,9,9,0,42.857142857142854,42.857142857142854,145211.51864587385,145024.127,1.3633673096539965e-07,2.979222706958976e-07,9
41512,20,6,6,0,30.0,30.0,177646.86116023705,165228.545,1.2538685284315828e-07,2.8692592340783305e-07,6
41513,21,10,10,0,47.61904761904761,47.61904761904761,164783.12789709098,158848.24,1.707498154951154e-07,2.7672148291371226e-07,10
41514,20,3,3,0,15.0,15.0,199260.82083125983,183796.632,4.638370136325263e-08,9.167059096200734e-08,3
41516,21,2,2,0,9.523809523809524,9.523809523809524,226228.3101503809,200505.675,1.0540667849573955e-07,1.742212523835753e-07,2
41518,18,4,4,0,22.22222222222222,22.22222222222222,231265.26917708188,191068.88,1.5682236489733156e-07,3.751879366099717e-07,4
41520,17,2,2,0,11.76470588235294,11.76470588235294,232218.9653635687,165611.218,6.878072579803846e-08,8.457689125043154e-08,2
41522,19,5,5,0,26.31578947368421,26.31578947368421,224250.1393098443,182061.03,1.8694799146368853e-07,3.877622267326804e-07,5
41524,21,5,5,0,23.809523809523807,23.809523809523807,217746.43086557303,191595.067,2.056940107925703e-07,3.223031620996432e-07,5
41525,21,4,4,0,19.047619047619047,19.047619047619047,215033.546583814,200584.269,1.291681945248504e-07,2.2317716290624205e-07,4
41526,19,2,2,0,10.526315789473683,10.526315789473683,219268.40662124148,176634.28,2.282347750625119e-07,3.254362506395793e-07,2
41527,17,6,6,0,35.294117647058826,35.294117647058826,221273.90958606257,189788.42,2.025354038164606e-07,3.81125436889116e-07,6
41549,7,1,1,0,14.285714285714285,14.285714285714285,101080.59101965466,83747.3885,6.731706963025148e-08,6.731706963025148e-08,1
41555,8,1,1,0,12.5,12.5,105274.46943745244,65828.8247,1.8106411707709846e-07,1.8106411707709846e-07,1
41556,10,0,0,0,0.0,0.0,103892.63188134572,,,,0
41557,12,1,1,0,8.333333333333332,8.333333333333332,107761.8515534251,52983.9104,1.0822883035350515e-07,1.0822883035350515e-07,1
41561,6,1,1,0,16.666666666666664,16.666666666666664,46916.07874973793,36524.6551,8.662925584294764e-08,8.662925584294764e-08,1
41568,7,1,1,0,14.285714285714285,14.285714285714285,39066.88864245228,27298.2037,2.825944004704877e-08,2.825944004704877e-08,1
41572,7,2,2,0,28.57142857142857,28.57142857142857,40199.01146349866,36736.2858,1.2679789067137885e-07,2.445292473463156e-07,2
41573,8,2,2,0,25.0,25.0,47084.74012126709,38776.8477,2.68705892018784e-08,3.2877146803787704e-08,2
41574,9,1,1,0,11.11111111111111,11.11111111111111,56592.85383985383,31532.37,1.1463735265672277e-07,1.1463735265672277e-07,1
41575,8,0,0,0,0.0,0.0,62450.42660127099,,,,0
41576,9,1,1,0,11.11111111111111,11.11111111111111,66322.54674459565,24678.1723,2.3804763406456825e-07,2.3804763406456825e-07,1
41577,9,1,1,0,11.11111111111111,11.11111111111111,67949.58443343703,23856.1701,2.1973950527346545e-07,2.1973950527346545e-07,1
41578,9,1,1,0,11.11111111111111,11.11111111111111,68979.06684869052,34009.4472,1.5378109387129664e-07,1.5378109387129664e-07,1
41579,9,1,1,0,11.11111111111111,11.11111111111111,67466.93197308229,27285.1,2.2971355323661945e-08,2.2971355323661945e-08,1
41584,10,1,1,0,10.0,10.0,69645.09357383447,40021.5669,1.2254649045750724e-07,1.2254649045750724e-07,1
41586,11,1,1,0,9.090909090909092,9.090909090909092,64911.03546659802,28100.4048,9.206605206574833e-08,9.206605206574833e-08,1
41587,11,1,1,0,9.090909090909092,9.090909090909092,62052.94080956376,54215.7687,6.518101353334987e-08,6.518101353334987e-08,1
41588,12,2,2,0,16.666666666666664,16.666666666666664,65903.50986407325,61104.0942,2.5612854491200572e-08,3.637109906390351e-08,2
41591,11,2,2,0,18.181818181818183,18.181818181818183,93354.68194201196,63291.219,4.178998858408132e-08,4.517251462744575e-08,2
41592,11,2,2,0,18.181818181818183,18.181818181818183,86572.73251730269,65285.2016,5.679511285782718e-08,1.0107563955411516e-07,2
41593,11,3,3,0,27.27272727272727,27.27272727272727,84101.03784519821,67841.5872,5.2046767955824606e-08,6.859252850208052e-08,3
41594,12,2,2,0,16.666666666666664,16.666666666666664,82755.92034178323,72643.4104,3.54493054422894e-08,5.769116797644291e-08,2
41595,12,3,3,0,25.0,25.0,78111.10269971067,71843.4396,4.914467374844399e-08,6.921598166071197e-08,3
41596,13,2,2,0,15.384615384615385,15.384615384615385,74989.71305067834,66695.9937,6.34665211951643e-08,7.148288666095679e-08,2
41597,14,2,2,0,14.285714285714285,14.285714285714285,72795.62419909716,66403.4972,5.4249463398067154e-08,8.155182081114679e-08,2
41598,14,2,2,0,14.285714285714285,14.285714285714285,73557.415766267,67480.8948,3.017901450030477e-08,4.385331810166781e-08,2
41599,13,3,3,0,23.076923076923077,23.076923076923077,73184.07815475007,66257.0336,9.388713931700636e-08,1.815814022473134e-07,3
41600,13,4,4,0,30.76923076923077,30.76923076923077,72147.08946272329,69813.6983,5.4731900368893884e-08,1.8783091333561021e-07,4
41601,13,3,3,0,23.076923076923077,23.076923076923077,69732.7938467533,68768.4618,7.836091430687813e-08,1.802688761221489e-07,3
41602,14,4,4,0,28.57142857142857,28.57142857142857,72112.67824646618,71917.5116,4.874332533786669e-08,1.0952187521049658e-07,4
41603,14,4,4,0,28.57142857142857,28.57142857142857,72278.8549801759,71667.4114,4.3709156261133794e-08,8.779725611990564e-08,4
41605,19,3,3,0,15.789473684210526,15.789473684210526,237399.186472373,199541.077,1.2065599223129989e-07,1.75739649351365e-07,3
41606,21,8,8,0,38.095238095238095,38.095238095238095,233107.67323461032,221172.145,1.7355191545273241e-07,3.2344382920008e-07,8
41610,9,0,0,0,0.0,0.0,25566.269134984257,,,,0
41611,18,3,3,0,16.666666666666664,16.666666666666664,233318.32310231475,185145.396,1.2547589862972871e-07,1.4674203146620268e-07,3
41612,16,8,8,0,50.0,50.0,174659.98228790707,171400.123,1.368271513978899e-07,3.455136979723802e-07,8
41615,18,3,3,0,16.666666666666664,16.666666666666664,226425.53220495145,190585.305,1.6615083898741498e-07,2.6711894978743325e-07,3
41616,17,3,3,0,17.647058823529413,17.647058823529413,218425.3878553738,193110.057,1.5845317465508971e-07,2.129748990046005e-07,3
41625,13,4,4,0,30.76923076923077,30.76923076923077,137808.6412017538,137808.641,1.0174541131154374e-07,2.0896182678374486e-07,4
41626,14,6,6,0,42.857142857142854,42.857142857142854,133633.75748778402,133633.757,1.825874554415393e-07,3.650155634377971e-07,6
41634,13,3,3,0,23.076923076923077,23.076923076923077,137718.4454759889,137718.445,3.010875122928713e-07,3.951081133436018e-07,3
41635,12,5,5,0,41.66666666666667,41.66666666666667,136150.36508002583,136150.365,1.6978354893716666e-07,3.452388130331208e-07,5
41639,12,3,3,0,25.0,25.0,148642.9092739765,131690.663,1.3920548132131115e-07,1.842145620160092e-07,3
41640,12,3,3,0,25.0,25.0,144692.16651858678,140073.851,1.1671859266782172e-07,1.5528713758917338e-07,3
41644,11,3,3,0,27.27272727272727,27.27272727272727,153792.48662138468,134162.325,1.825780403219963e-07,3.7218225425762805e-07,3
41646,13,1,1,0,7.6923076923076925,7.6923076923076925,149255.9463171316,132865.056,8.581428310324908e-08,8.581428310324908e-08,1
41648,13,3,3,0,23.076923076923077,23.076923076923077,135838.05336820224,133261.316,1.3038000635485048e-07,2.874842026704762e-07,3
41649,13,5,5,0,38.46153846153847,38.46153846153847,135452.87953142394,134345.286,1.247885012717514e-07,2.439991321152188e-07,5
41656,18,6,6,0,33.33333333333333,33.33333333333333,149882.68153261772,140592.282,1.0485173102209106e-07,3.1302686886431857e-07,6
41657,32,19,19,0,59.375,59.375,135766.18193263354,135505.167,2.0033450107582265e-07,5.174514555722808e-07,19
41658,30,18,18,0,60.0,60.0,137595.0999138137,136673.603,2.860267933639862e-07,5.272675695039225e-07,18
41659,32,16,16,0,50.0,50.0,128390.43105607507,128390.431,1.458581382176006e-07,4.494549297001194e-07,16
41660,32,20,20,0,62.5,62.5,125851.71061873756,125851.711,1.7059663226241358e-07,4.556324690714028e-07,20
41661,34,23,23,0,67.64705882352942,67.64705882352942,125200.4453044172,125056.47,1.59813174886059e-07,4.410961449954016e-07,23
41662,36,22,22,0,61.111111111111114,61.111111111111114,126831.9680171888,126831.968,1.5256838397143136e-07,4.97812037280788e-07,22
41663,35,21,21,0,60.0,60.0,124629.9354105556,124005.859,1.5757145284288437e-07,4.1960712270819226e-07,21
41664,34,17,17,0,50.0,50.0,124638.19340684438,124638.193,1.5894911332261194e-07,4.2927289817463756e-07,17
41665,35,20,20,0,57.14285714285714,57.14285714285714,120791.36768985724,120791.368,1.1633627645595752e-07,4.183765917771793e-07,20
41666,35,21,21,0,60.0,60.0,121385.21038714278,121385.21,1.5685297010831006e-07,4.413054739912825e-07,21
41667,34,19,19,0,55.88235294117647,55.88235294117647,123133.16502692056,121085.671,1.2631448757048632e-07,4.273336699005293e-07,19
