shot,mid TP position[m],upper TP position[m]
46314,0.30,0.25
46315,0.30,0.25
46316,0.30,0.25
47162,0.76,
47163,0.76,
47164,0.76,
47165,0.76,
47166,0.76,
47167,0.76,
47168,0.76,
47169,0.76,
47170,0.76,
47171,0.76,
47172,0.76,
47255,0.75,
47256,0.25,0.75
47257,0.3,0.75
47258,0.3,0.75
47259,0.3,0.75
47260,0.3,0.75
47261,0.3,0.75
47262,0.3,0.75
47263,0.3,0.75
47264,0.3,0.75
47265,0.3,0.75
47266,0.3,0.75
47267,0.3,0.75
